,id,premium,name,department,has_test,response_letter_required,area,salary,type,address,published_at,insider_interview,url,employer,snippet,working_days,working_time_intervals,working_time_modes,accept_temporary,professional_roles,accept_incomplete_resumes,lng,lati,Density,published_at_date,OblastiRF,lngi,Count_word
1079,78371382,0,Frontend разработчик React,,0,0,Ростов-на-Дону,,1,0,2023-03-21T17:02:11+0300,,https://api.hh.ru/vacancies/78371382?host=hh.ru,TEAM 73,"Знание Javascript, HTML 5, CSS 3. - Знание библиотеки React.js. Будет здорово, если: - Есть практические знания React стека: Redux-saga, Redux...",,,,0,Другое,1,,,1091544.0,2023-03-21,Ростовская область,0.0,21
1080,71197021,0,Младшая медицинская сестра/Младший медицинский брат по уходу за пациентами/Сиделка,,0,0,Москва,48000.0,1,0,2023-03-01T14:54:49+0300,,https://api.hh.ru/vacancies/71197021?host=hh.ru,АРНИ,,,1.0,,0,"Медицинская сестра, медицинский брат",0,,,11514330.0,2023-03-01,Москва,0.0,0
1081,77450079,0,Оператор-маркировщик,,0,0,Санкт-Петербург,47000.0,1,0,2023-02-27T19:20:48+0300,,https://api.hh.ru/vacancies/77450079?host=hh.ru,Аптека «Для Бережливых»,Опыт работы в аптеке от 3 месяцев либо фармацевтическое или медицинское образование либо опыт работы на складе. Опыт работы с...,,,,0,Кладовщик,0,,,4848742.0,2023-02-27,Санкт-Петербург,0.0,20
1082,78195585,0,Персональный водитель руководителя,,0,0,Москва,85000.0,1,"{'city': 'Москва', 'street': 'Замоскворецкая линия', 'building': 'метро Речной вокзал', 'lat': 55.854891, 'lng': 37.476231, 'description': None, 'raw': 'Москва, Замоскворецкая линия, метро Речной вокзал', 'metro': None, 'metro_stations': [], 'id': '11957981'}",2023-03-17T16:51:31+0300,,https://api.hh.ru/vacancies/78195585?host=hh.ru,Лабквест,Опыт работы персональным водителем руководителя от 5-ти лет. Выдержка и соблюдение деловой этики. Безупречное знание Москвы. Наличие рекомендаций.,,,,0,Водитель,1,37.476231,55.854891,11514330.0,2023-03-17,Москва,37.476231,18
1083,78298942,0,Копирайтер,,0,0,Москва,100000.0,1,"{'city': 'Москва', 'street': 'улица Правды', 'building': '8к13', 'lat': 55.78566, 'lng': 37.579124, 'description': None, 'raw': 'Москва, улица Правды, 8к13', 'metro': {'station_name': 'Белорусская', 'line_name': 'Замоскворецкая', 'station_id': '2.19', 'line_id': '2', 'lat': 55.777439, 'lng': 37.582107}, 'metro_stations': [{'station_name': 'Белорусская', 'line_name': 'Замоскворецкая', 'station_id': '2.19', 'line_id': '2', 'lat': 55.777439, 'lng': 37.582107}], 'id': '1175685'}",2023-03-20T16:51:49+0300,,https://api.hh.ru/vacancies/78298942?host=hh.ru,Smartway,Ты работаешь с текстами не меньше года (опыт работы в IT-компании будет плюсом). Ты постоянно генеришь и тестируешь новые...,,,,0,"Копирайтер, редактор, корректор",0,37.579124,55.78566,11514330.0,2023-03-20,Москва,37.579124,19
1084,78374413,0,Коммерческий директор,,0,0,Москва,280000.0,1,0,2023-03-21T18:08:31+0300,,https://api.hh.ru/vacancies/78374413?host=hh.ru,Акопян Карен Павлович,Опыт успешного управления коммерцией. Наличие сильных компетенций управления продажами. Наличие успешных кейсов достижения значительных показателей роста бизнеса. Наличие навыка трансформации...,,,,0,Коммерческий директор (CCO),0,,,11514330.0,2023-03-21,Москва,0.0,20
1085,77722814,0,Регистратор,,0,0,Тюмень,28000.0,1,0,2023-03-06T14:19:08+0300,,https://api.hh.ru/vacancies/77722814?host=hh.ru,ГБУЗ ТО Родильный дом № 3,Работать в 1:С Медицина. Медицинская книжка. Справка о наличии/отсутствии несудимости. Высшее образование.,,,,0,Администратор,1,,,581758.0,2023-03-06,Тюменская область,0.0,12
1086,77828177,0,Разработчик/junior,,0,0,Москва,,1,"{'city': 'Москва', 'street': '1-й переулок Тружеников', 'building': '14с8', 'lat': 55.737938, 'lng': 37.571516, 'description': None, 'raw': 'Москва, 1-й переулок Тружеников, 14с8', 'metro': {'station_name': 'Киевская', 'line_name': 'Кольцевая', 'station_id': '5.49', 'line_id': '5', 'lat': 55.74361, 'lng': 37.56735}, 'metro_stations': [{'station_name': 'Киевская', 'line_name': 'Кольцевая', 'station_id': '5.49', 'line_id': '5', 'lat': 55.74361, 'lng': 37.56735}], 'id': '11967217'}",2023-03-21T12:56:42+0300,,https://api.hh.ru/vacancies/77828177?host=hh.ru,ПроКомплаенс,Базовые знания и решений учебных задач на языках С++/Python/C#/JavaScript. Базовые знания алгоритмов и структур данных. ,,,,0,"Программист, разработчик",0,37.571516,55.737938,11514330.0,2023-03-21,Москва,37.571516,15
1087,78188183,0,Оператор 1C,,0,0,Москва,70000.0,1,0,2023-03-20T14:51:03+0300,,https://api.hh.ru/vacancies/78188183?host=hh.ru,Колибри,"Уверенный пользователь ПК. Знание 1С. Желание работать в команде. Внимательность, способность к обучению, ответственность, вежливость, коммуникабельность.",,,,1,"Оператор ПК, оператор базы данных",1,,,11514330.0,2023-03-20,Москва,0.0,16
1088,78240865,0,Оператор 1C,,0,0,Воронеж,43000.0,1,0,2023-03-19T19:48:39+0300,,https://api.hh.ru/vacancies/78240865?host=hh.ru,СНОУ МО,"Знание ПК, офисных программ. Грамотная устная и письменная речь. Рассматриваем кандидатов с опытом работы и без.",1.0,1.0,1.0,1,"Оператор ПК, оператор базы данных",1,,,889989.0,2023-03-19,Воронежская область,0.0,16
1089,78324907,0,Инспектор службы безопасности,,0,0,Саратов,,1,"{'city': 'Саратов', 'street': 'Сокурский тракт', 'building': '8', 'lat': 51.610432, 'lng': 45.963299, 'description': None, 'raw': 'Саратов, Сокурский тракт, 8', 'metro': None, 'metro_stations': [], 'id': '833594'}",2023-03-21T07:23:15+0300,,https://api.hh.ru/vacancies/78324907?host=hh.ru,Завод Нефтегазоборудование,"Высшее профессиональное образование. Стаж работы по специальности соответствующего профиля руководящих должностях не менее 3 лет, опыт работы в органах внутренних...",,,,0,Специалист службы безопасности,0,45.963299,51.610432,836900.0,2023-03-21,Саратовская область,45.963299,20
1090,78347949,0,"Водитель категории ""В"" или ""С""",,0,0,Рязань,75000.0,1,"{'city': 'посёлок Новосёлки', 'street': None, 'building': '1', 'lat': 54.595257, 'lng': 39.889223, 'description': None, 'raw': 'посёлок Новосёлки, 1', 'metro': None, 'metro_stations': [], 'id': '1519103'}",2023-03-21T11:37:33+0300,,https://api.hh.ru/vacancies/78347949?host=hh.ru,Рязанский ЗООЦЕНТР,Обязателен опыт работы водителем ГРУЗОВОГО автомобиля не менее 2-х лет.,,,,0,Водитель,1,39.889223,54.595257,525062.0,2023-03-21,Рязанская область,39.889223,10
1091,77357855,0,Художник выходного дня,,0,0,Казань,20000.0,1,"{'city': 'Казань', 'street': 'Московская улица', 'building': '60', 'lat': 55.785306, 'lng': 49.111957, 'description': None, 'raw': 'Казань, Московская улица, 60', 'metro': None, 'metro_stations': [], 'id': '12765263'}",2023-02-23T19:26:29+0300,,https://api.hh.ru/vacancies/77357855?host=hh.ru,Art!Wow,"У вас художественное образование или вы классно рисуете. Умеете писать акрилом. Умеете работать с людьми. Ответственный, активный, открытый, позитивный, коммуникабельный. ",1.0,1.0,1.0,0,"Дизайнер, художник",0,49.111957,55.785306,1143546.0,2023-02-23,Татарстан,49.111957,20
1092,77918583,0,"Удаленный менеджер по автострахованию (ввод данных, удаленно, без обзвонов)",,0,0,Москва,68500.0,1,0,2023-03-11T01:58:25+0300,,https://api.hh.ru/vacancies/77918583?host=hh.ru,Работа Центр,ПК или Ноутбук с Интернетом; ОПЫТ РАБОТЫ НЕ ТРЕБУЕТСЯ! Усидчивость и настрой на монотонную работу.,1.0,1.0,1.0,1,Страховой агент,1,,,11514330.0,2023-03-11,Москва,0.0,15
1093,78076351,0,Офис-менеджер,,0,0,Санкт-Петербург,75000.0,1,"{'city': 'Санкт-Петербург', 'street': 'проспект Просвещения', 'building': '62', 'lat': 60.046571, 'lng': 30.368455, 'description': None, 'raw': 'Санкт-Петербург, проспект Просвещения, 62', 'metro': {'station_name': 'Гражданский проспект', 'line_name': 'Кировско-Выборгская', 'station_id': '14.191', 'line_id': '14', 'lat': 60.034969, 'lng': 30.418224}, 'metro_stations': [{'station_name': 'Гражданский проспект', 'line_name': 'Кировско-Выборгская', 'station_id': '14.191', 'line_id': '14', 'lat': 60.034969, 'lng': 30.418224}], 'id': '1384349'}",2023-03-15T11:08:44+0300,,https://api.hh.ru/vacancies/78076351?host=hh.ru,Коленкор,Опыт работы в аналогичной должности 1-3 года.,,,,0,Офис-менеджер,0,30.368455,60.046571,4848742.0,2023-03-15,Санкт-Петербург,30.368455,7
1094,78192590,0,Тестировщик,,0,0,Москва,155000.0,1,"{'city': 'Москва', 'street': 'улица Годовикова', 'building': '9с17', 'lat': 55.80865, 'lng': 37.629403, 'description': None, 'raw': 'Москва, улица Годовикова, 9с17', 'metro': None, 'metro_stations': [], 'id': '12637359'}",2023-03-17T16:12:43+0300,,https://api.hh.ru/vacancies/78192590?host=hh.ru,Avanpost,Опыт работы в тестировании от двух лет. Опыт ручного функционального и регрессионного тестирования веб-проектов. Знание процессов и методологий тестирования. ,,,,0,Тестировщик,0,37.629403,55.80865,11514330.0,2023-03-17,Москва,37.629403,19
1095,78216545,0,Водитель,,0,0,Тольятти,,1,"{'city': 'Тольятти', 'street': 'проспект Степана Разина', 'building': '53', 'lat': 53.515135, 'lng': 49.296803, 'description': None, 'raw': 'Тольятти, проспект Степана Разина, 53', 'metro': None, 'metro_stations': [], 'id': '1034672'}",2023-03-18T07:37:38+0300,,https://api.hh.ru/vacancies/78216545?host=hh.ru,АНО ДО Планета детства Лада,"Наличие личного автомобиля с кондиционером. Права категории В. Водительский стаж не менее 5 лет. Чистый, не прокуренный салон.",,,,0,Водитель,0,49.296803,53.515135,719484.0,2023-03-18,Самарская область,49.296803,18
1096,78257990,0,Кастелянша,,0,0,Барнаул,25000.0,1,"{'city': 'Барнаул', 'street': 'улица Никитина', 'building': '77', 'lat': 53.333682, 'lng': 83.785211, 'description': None, 'raw': 'Барнаул, улица Никитина, 77', 'metro': None, 'metro_stations': [], 'id': '5024146'}",2023-03-20T10:12:03+0300,,https://api.hh.ru/vacancies/78257990?host=hh.ru,КГБУЗ Алтайский краевой онкологический диспансер,,,,,0,Другое,1,83.785211,53.333682,612091.0,2023-03-20,Алтайский край,83.785211,0
1097,78275540,0,Администратор на федеральный канал,,0,0,Москва,,1,"{'city': 'Москва', 'street': 'Калужско-Рижская линия', 'building': 'метро Ботанический сад', 'lat': 55.844895, 'lng': 37.637937, 'description': None, 'raw': 'Москва, Калужско-Рижская линия, метро Ботанический сад', 'metro': None, 'metro_stations': [], 'id': '5629381'}",2023-03-20T13:07:24+0300,,https://api.hh.ru/vacancies/78275540?host=hh.ru,Светская хроника,"знание и навыки использования оборудовании для съемок - будет плюсом (минимальные знания, операторский 10 метровый кран собирать не нужно) . - ",,,,0,Администратор,1,37.637937,55.844895,11514330.0,2023-03-20,Москва,37.637937,21
1098,78282701,0,Упаковщица/Упаковщик,,0,0,Малоярославец,38500.0,1,0,2023-03-20T14:19:28+0300,,https://api.hh.ru/vacancies/78282701?host=hh.ru,Научно-производственное объединение ФармВИЛАР,"Аккуратность, внимательность, ответственность. Работоспособность.",,,,0,"Упаковщик, комплектовщик",0,,,30401.0,2023-03-20,Калужская область,0.0,4
1099,78343952,0,Уборщица / уборщик,,0,0,Москва,25000.0,1,"{'city': None, 'street': None, 'building': None, 'lat': None, 'lng': None, 'description': None, 'raw': None, 'metro': {'station_name': 'Курская', 'line_name': 'Кольцевая', 'station_id': '5.71', 'line_id': '5', 'lat': 55.758631, 'lng': 37.661059}, 'metro_stations': [{'station_name': 'Курская', 'line_name': 'Кольцевая', 'station_id': '5.71', 'line_id': '5', 'lat': 55.758631, 'lng': 37.661059}], 'id': '12947097'}",2023-03-21T11:08:31+0300,,https://api.hh.ru/vacancies/78343952?host=hh.ru,Роял Манор Менеджмент,Любить свою работу.,,1.0,1.0,0,"Уборщица, уборщик",0,,,11514330.0,2023-03-21,Москва,,3
1100,78010631,0,Личный водитель,,0,0,Москва,70000.0,1,0,2023-03-20T08:31:00+0300,,https://api.hh.ru/vacancies/78010631?host=hh.ru,ТЦ Мебель Сити,"Права категории В (автомобиль Volkswagen Tiguan предоставляется) . Знание города Москва, умение планировать оптимальный маршрут. Опыт работы персональным водителем от 1...",,,,0,Водитель,0,,,11514330.0,2023-03-20,Москва,0.0,21
1101,78089060,0,Программист JavaScript (стажер),,0,0,Москва,,1,"{'city': 'Москва', 'street': 'Электрозаводская улица', 'building': '27с8', 'lat': 55.791582, 'lng': 37.705607, 'description': None, 'raw': 'Москва, Электрозаводская улица, 27с8', 'metro': None, 'metro_stations': [], 'id': '6809910'}",2023-03-15T13:49:13+0300,,https://api.hh.ru/vacancies/78089060?host=hh.ru,К-ТЕХНОЛОГИИ,"Практический опыт работы с JS от полугода. Знание Angular. Знание HTML5, CSS3. Опыт работы с Webpack (или аналогичных). ",,,,0,"Программист, разработчик",0,37.705607,55.791582,11514330.0,2023-03-15,Москва,37.705607,18
1102,78132379,0,Специалист по инвентаризациям в аптеке (Специалист КРО),,0,0,Санкт-Петербург,74800.0,1,0,2023-03-16T12:21:14+0300,,https://api.hh.ru/vacancies/78132379?host=hh.ru,Аптеки Столички,"Опыт работы в аптечной сети. Обязателен опыт работы в проведении инвентаризаций. Обязательно высшее или среднее фармацевтическое образование. Наличие диплома, действующего...",,,,0,Фармацевт-провизор,0,,,4848742.0,2023-03-16,Санкт-Петербург,0.0,20
1103,78232493,0,Помощник руководителя,,0,0,Тамбов,48250.0,1,"{'city': 'Тамбов', 'street': None, 'building': None, 'lat': 52.726659, 'lng': 41.386226, 'description': None, 'raw': 'Тамбов', 'metro': None, 'metro_stations': [], 'id': '12932762'}",2023-03-18T16:47:35+0300,,https://api.hh.ru/vacancies/78232493?host=hh.ru,Рязанское пчеловодство,Базовое знание 1с. Коммуникабельность. Исполнительность.,,,,0,"Секретарь, помощник руководителя, ассистент",1,41.386226,52.726659,280457.0,2023-03-18,Тамбовская область,41.386226,5
1104,78267655,0,Сборщик тренажеров,,0,0,Москва,83000.0,1,"{'city': 'деревня Еремино', 'street': None, 'building': None, 'lat': 56.01258634566203, 'lng': 37.55283156091273, 'description': None, 'raw': 'деревня Еремино', 'metro': None, 'metro_stations': [], 'id': '555424'}",2023-03-20T11:50:13+0300,,https://api.hh.ru/vacancies/78267655?host=hh.ru,MFITNESS,"И если у тебя опыт более года механиком-сборщиком и ты надёжный, инициативный и внимательный к деталям человек, ТО.",,,,0,Механик,1,37.55283156091273,56.01258634566203,11514330.0,2023-03-20,Москва,37.55283156091273,18
1105,78340905,0,Юрист,,0,0,Ульяновск,,1,"{'city': 'Ульяновск', 'street': 'улица Орлова', 'building': '28/58', 'lat': 54.327415, 'lng': 48.397059, 'description': None, 'raw': 'Ульяновск, улица Орлова, 28/58', 'metro': None, 'metro_stations': [], 'id': '4001008'}",2023-03-21T10:52:52+0300,,https://api.hh.ru/vacancies/78340905?host=hh.ru,IRLIX (ООО Ирликс),Высшее юридическое образование (законченное). Опыт работы по специальности не менее 2 лет. Опыт работы в компаниях ИТ-услуги (как преимущество). ,,,,0,Юрист,0,48.397059,54.327415,613793.0,2023-03-21,Ульяновская область,48.397059,19
1106,78349220,0,Специалист по кадрам,,0,0,Ростов-на-Дону,50000.0,1,"{'city': 'Ростов-на-Дону', 'street': 'улица Пескова', 'building': '19А', 'lat': 47.212077, 'lng': 39.582942, 'description': None, 'raw': 'Ростов-на-Дону, улица Пескова, 19А', 'metro': None, 'metro_stations': [], 'id': '12956067'}",2023-03-21T11:53:53+0300,,https://api.hh.ru/vacancies/78349220?host=hh.ru,HR Инжиниринг,"Имеете опыт работы специалистом по кадрам от 5 лет. Являетесь уверенным пользователем 1С: ЗУП, Word, Excel.",,,,0,Специалист по кадрам,0,39.582942,47.212077,1091544.0,2023-03-21,Ростовская область,39.582942,16
1107,78104355,0,Помощник руководителя,,0,0,Санкт-Петербург,100000.0,1,"{'city': 'Санкт-Петербург', 'street': 'площадь Конституции', 'building': '7', 'lat': 59.850992, 'lng': 30.308268, 'description': None, 'raw': 'Санкт-Петербург, площадь Конституции, 7', 'metro': {'station_name': 'Ленинский проспект', 'line_name': 'Кировско-Выборгская', 'station_id': '14.207', 'line_id': '14', 'lat': 59.85117, 'lng': 30.268274}, 'metro_stations': [{'station_name': 'Ленинский проспект', 'line_name': 'Кировско-Выборгская', 'station_id': '14.207', 'line_id': '14', 'lat': 59.85117, 'lng': 30.268274}, {'station_name': 'Московская', 'line_name': 'Московско-Петроградская', 'station_id': '15.224', 'line_id': '15', 'lat': 59.848873, 'lng': 30.321483}, {'station_name': 'Парк Победы', 'line_name': 'Московско-Петроградская', 'station_id': '15.223', 'line_id': '15', 'lat': 59.866344, 'lng': 30.321802}], 'id': '11663631'}",2023-03-15T17:48:52+0300,,https://api.hh.ru/vacancies/78104355?host=hh.ru,Oila Logistic,Коммуникабельность. -Доброжелательность. -Трудоспособность. -Ответственность.,,,,0,"Секретарь, помощник руководителя, ассистент",1,30.308268,59.850992,4848742.0,2023-03-15,Санкт-Петербург,30.308268,4
1108,78196092,0,UX/UI дизайнер,,0,0,Москва,55000.0,1,0,2023-03-17T17:04:59+0300,,https://api.hh.ru/vacancies/78196092?host=hh.ru,МВП,Понимание типографики и колористики. Уверенное владение Figma. Наличие портфолио с реализованными проектами. Знание шаблонов поведения пользователя. Трепетное отношение к дедлайнам :).,,,,0,"Дизайнер, художник",0,,,11514330.0,2023-03-17,Москва,0.0,21
1109,78220028,0,Оператор складского учета,,0,0,Омск,45000.0,1,0,2023-03-21T09:11:16+0300,,https://api.hh.ru/vacancies/78220028?host=hh.ru,50/60 Hotel,"Опыт работы в аналогичной должности от 1 года. Профессиональное образование. Уверенный пользователь ПК, Знание 1С, IIKO.",,,,0,"Оператор ПК, оператор базы данных",0,,,1154000.0,2023-03-21,Омская область,0.0,16
1110,78237866,0,UI/UX дизайнер startUP - SFERA (удаленно),,0,0,Москва,25000.0,1,0,2023-03-19T14:09:33+0300,,https://api.hh.ru/vacancies/78237866?host=hh.ru,СФЕРА,Уровень: Начальный (Junior). Обязательно!!!!!!!!!: знать Guidelines Material Design и Human Interface Design Guidelines !!!! Знание сервиса FIGMA - ОБЯЗАТЕЛЬНОЕ!,,,,1,"Дизайнер, художник",1,,,11514330.0,2023-03-19,Москва,0.0,19
1111,78254786,0,Специалист отдела развития туризма,,0,0,Уфа,30000.0,1,"{'city': 'Уфа', 'street': 'Революционная улица', 'building': '26', 'lat': 54.735059, 'lng': 55.952888, 'description': None, 'raw': 'Уфа, Революционная улица, 26', 'metro': None, 'metro_stations': [], 'id': '5390250'}",2023-03-20T09:34:11+0300,,https://api.hh.ru/vacancies/78254786?host=hh.ru,АНО Центр Развития Туризма Республики Башкортостан,Высшее образование. Опыт работы в туризме будет вашим в преимуществом.,,,,0,Менеджер по туризму,0,55.952888,54.735059,1062300.0,2023-03-20,Башкортостан,55.952888,10
1112,78275158,0,Менеджер ресторана,,0,0,Санкт-Петербург,100000.0,1,"{'city': 'Санкт-Петербург', 'street': 'Вязовая улица', 'building': '8', 'lat': 59.967687, 'lng': 30.276234, 'description': None, 'raw': 'Санкт-Петербург, Вязовая улица, 8', 'metro': None, 'metro_stations': [], 'id': '6413212'}",2023-03-20T13:03:50+0300,,https://api.hh.ru/vacancies/78275158?host=hh.ru,Ресторанный холдинг Alba Group,"Опыт работы в ночных заведениях. Опыт продаж. Приветствуется наличие высшего образования, дополнительного образования в сфере ресторанного бизнеса. Знание стандартов гостеприимства...",,,,0,Менеджер ресторана,0,30.276234,59.967687,4848742.0,2023-03-20,Санкт-Петербург,30.276234,20
1113,78312624,0,Режиссер монтажа (CТСlove),"{'id': '1449-1449-mbs', 'name': 'Медиа Бизнес Солюшенс'}",1,0,Москва,,1,"{'city': 'Москва', 'street': 'Ленинградский проспект', 'building': '31ас1', 'lat': 55.783686, 'lng': 37.560107, 'description': None, 'raw': 'Москва, Ленинградский проспект, 31ас1', 'metro': {'station_name': 'Динамо', 'line_name': 'Замоскворецкая', 'station_id': '2.34', 'line_id': '2', 'lat': 55.789704, 'lng': 37.558212}, 'metro_stations': [{'station_name': 'Динамо', 'line_name': 'Замоскворецкая', 'station_id': '2.34', 'line_id': '2', 'lat': 55.789704, 'lng': 37.558212}], 'id': '416207'}",2023-03-20T21:34:28+0300,,https://api.hh.ru/vacancies/78312624?host=hh.ru,Медиа Бизнес Солюшенс,Опыт работы на ТВ/ рекламных компаниях/ продакшенах. Умение работать с короткими формами. Знание принципов монтажа. Свободное владение Adobe Premiere Pro. ,,,,0,Другое,1,37.560107,55.783686,11514330.0,2023-03-20,Москва,37.560107,20
1114,78323358,0,Кладовщик-наборщик,,0,0,Барнаул,40000.0,1,"{'city': 'Барнаул', 'street': 'улица Чкалова', 'building': '228А', 'lat': 53.33123, 'lng': 83.755414, 'description': None, 'raw': 'Барнаул, улица Чкалова, 228А', 'metro': None, 'metro_stations': [], 'id': '5493626'}",2023-03-21T06:26:04+0300,,https://api.hh.ru/vacancies/78323358?host=hh.ru,Зоомир,"Знание основ работы. Соблюдение субординации, трудовой дисциплины. Готовность к физическим нагрузкам. Ответственность. Внимательность.",,,,0,Кладовщик,0,83.755414,53.33123,612091.0,2023-03-21,Алтайский край,83.755414,13
1115,78365784,0,Менеджер ресторана,,0,0,Москва,80000.0,1,"{'city': 'Москва', 'street': 'Тверская улица', 'building': '3', 'lat': 55.757364, 'lng': 37.612982, 'description': None, 'raw': 'Москва, Тверская улица, 3', 'metro': None, 'metro_stations': [], 'id': '3470914'}",2023-03-21T15:29:28+0300,,https://api.hh.ru/vacancies/78365784?host=hh.ru,Ресторан Novikov,Знание стандартов сервиса и обслуживания. Навыки управления персоналом . Хорошие коммуникативные навыки. Грамотная и чистая речь. Уверенный пользователь ПК. ,,,,0,Менеджер ресторана,0,37.612982,55.757364,11514330.0,2023-03-21,Москва,37.612982,19
1116,78253379,0,Старший курьер в бюро переводов,,0,0,Москва,45000.0,1,"{'city': 'Москва', 'street': '3-й Автозаводский проезд', 'building': '4', 'lat': 55.707081, 'lng': 37.654457, 'description': None, 'raw': 'Москва, 3-й Автозаводский проезд, 4', 'metro': {'station_name': 'Автозаводская', 'line_name': 'Замоскворецкая', 'station_id': '2.2', 'line_id': '2', 'lat': 55.706634, 'lng': 37.657008}, 'metro_stations': [{'station_name': 'Автозаводская', 'line_name': 'Замоскворецкая', 'station_id': '2.2', 'line_id': '2', 'lat': 55.706634, 'lng': 37.657008}], 'id': '602762'}",2023-03-20T09:18:45+0300,,https://api.hh.ru/vacancies/78253379?host=hh.ru,Либете,Пунктуальность. Умение общаться с людьми. Вежливость и доброжелательность. Ответственность и исполнительность. Хорошее знание Москвы и умение пользоваться мобильными сервисами связи. ,,,,0,Курьер,0,37.654457,55.707081,11514330.0,2023-03-20,Москва,37.654457,20
1117,78266504,0,Менеджер интернет-магазина,,0,0,Подольск (Московская область),39000.0,1,0,2023-03-20T11:36:59+0300,,https://api.hh.ru/vacancies/78266504?host=hh.ru,Mascotte,"Опыт работы менеджером в интернет-магазине/колл-центре - от 1 года. Убедительная, грамотная русская речь. Способность выслушать клиента, выяснить потребности...",,,,0,"Менеджер по продажам, менеджер по работе с клиентами",0,,,,2023-03-20,Подольск (Московская область),0.0,18
1118,78277482,0,Администратор в студию лазерной эпиляции,,1,0,Тольятти,35000.0,1,"{'city': 'Тольятти', 'street': 'улица Фрунзе', 'building': '8', 'lat': 53.513662, 'lng': 49.297441, 'description': None, 'raw': 'Тольятти, улица Фрунзе, 8', 'metro': None, 'metro_stations': [], 'id': '12846979'}",2023-03-20T13:25:14+0300,,https://api.hh.ru/vacancies/78277482?host=hh.ru,Лазер Про Клиник,Имеет опыт в аналогичной должности. Обладает грамотной устной и письменной речью. Опытный пользователь ПК. Доброжелателен. Обладает чувством такта в работе...,,,,1,Администратор,0,49.297441,53.513662,719484.0,2023-03-20,Самарская область,49.297441,20
1119,78293381,0,Охранник-водитель,,0,1,Москва,120000.0,1,"{'city': 'Москва', 'street': None, 'building': None, 'lat': 55.751244, 'lng': 37.618423, 'description': None, 'raw': 'Москва', 'metro': {'station_name': 'Академическая', 'line_name': 'Калужско-Рижская', 'station_id': '6.3', 'line_id': '6', 'lat': 55.687147, 'lng': 37.5723}, 'metro_stations': [{'station_name': 'Академическая', 'line_name': 'Калужско-Рижская', 'station_id': '6.3', 'line_id': '6', 'lat': 55.687147, 'lng': 37.5723}], 'id': '12111390'}",2023-03-20T15:56:23+0300,,https://api.hh.ru/vacancies/78293381?host=hh.ru,Шашков Ярослав,"Защита жизни и здоровья. Опыт работы от 3-5 года,1 и 2 номерами, прикрепленным. Опыт работы персональным водителем. ",,,,0,Водитель,1,37.618423,55.751244,11514330.0,2023-03-20,Москва,37.618423,17
1120,78295134,0,Секретарь,,0,0,Москва,90000.0,1,"{'city': 'Москва', 'street': 'Большой Черкасский переулок', 'building': '6/7с1', 'lat': 55.756503, 'lng': 37.626439, 'description': None, 'raw': 'Москва, Большой Черкасский переулок, 6/7с1', 'metro': None, 'metro_stations': [], 'id': '626320'}",2023-03-20T16:16:19+0300,,https://api.hh.ru/vacancies/78295134?host=hh.ru,ФГКУ Главный информационно-вычислительный центр Росрезерва,Высшее экономическое или финансовое образование обязательно! Грамотная устная и письменная речь. Аккуратность и организованность. Уверенное владение компьютерной техникой.,,,,0,"Секретарь, помощник руководителя, ассистент",0,37.626439,55.756503,11514330.0,2023-03-20,Москва,37.626439,18
1121,78327797,0,Специалист службы персонала,,0,0,Набережные Челны,35000.0,1,0,2023-03-21T08:42:06+0300,,https://api.hh.ru/vacancies/78327797?host=hh.ru,АЭРОПОРТ «БЕГИШЕВО»,Высшее образование. Знание программы 1С Предприятие 8.3. Умение работать в условиях многозадачности. Высокая степень обучаемости. Условия: Приоритетное право...,,,,0,Специалист по кадрам,0,,,513242.0,2023-03-21,Татарстан,0.0,18
1122,78330810,0,Ассистент класса в Лицей им. С. Н. Нюберг,,0,0,Москва,70000.0,1,"{'city': 'Москва', 'street': 'Большая Черёмушкинская улица', 'building': '25с25', 'lat': 55.676336, 'lng': 37.581703, 'description': None, 'raw': 'Москва, Большая Черёмушкинская улица, 25с25', 'metro': None, 'metro_stations': [], 'id': '3991745'}",2023-03-21T09:32:53+0300,,https://api.hh.ru/vacancies/78330810?host=hh.ru,Лицей имени Софьи Николаевны Нюберг,"вы умеете видеть детей. * умеете быть лидером и собеседником для детей. * умеете организовать занятия так, чтобы максимально поддержать мотивацию детей. * ",,,,0,"Секретарь, помощник руководителя, ассистент",0,37.581703,55.676336,11514330.0,2023-03-21,Москва,37.581703,23
1123,78357279,0,Офис менеджер по продажам и закупкам,,0,0,Белгород,50000.0,1,0,2023-03-21T13:40:53+0300,,https://api.hh.ru/vacancies/78357279?host=hh.ru,Евроопт,"Уверенный пользователь ПК и оргтехники. - Внимательность, коммуникабельность, организованность, исполнительность, ответственность. -Грамотная речь. -Пунктуальность. -Порядочность. -Активная жизненная позиция. -Самостоятельность и целеустремленность.",,,,0,"Менеджер по продажам, менеджер по работе с клиентами",0,,,356426.0,2023-03-21,Белгородская область,0.0,21
1124,38708211,0,Продавец-консультант в магазины lady & gentleman CITY,,0,0,Москва,57500.0,1,0,2023-03-06T10:25:17+0300,,https://api.hh.ru/vacancies/38708211?host=hh.ru,Леди и Джентльмен,"Коммуникабельность, доброжелательность, грамотная речь. Готовность к обучению и стремление к профессиональному развитию.",,,,0,"Продавец-консультант, продавец-кассир",1,,,11514330.0,2023-03-06,Москва,0.0,12
